Source,Target,Weight,Type
CEPDL , SIBDL         ,2,chemical
CEPDL , SIBVR         ,2,chemical
CEPDL , SMBDR         ,5,chemical
CEPDL , dBWML5        ,2,chemical
CEPDR , IL1DR         ,15,chemical
CEPDR , IL1R          ,1,chemical
CEPDR , OLQDR         ,20,chemical
CEPDR , OLLR          ,13,chemical
CEPDR , CEPDR         ,6,chemical
CEPDR , BDUR          ,5,chemical
CEPDR , URXR          ,2,chemical
CEPDR , URYDR         ,3,chemical
CEPDR , RICL          ,13,chemical
CEPDR , RICR          ,19,chemical
CEPDR , RIFR          ,2,chemical
CEPDR , RIH           ,4,chemical
CEPDR , RMGR          ,1,chemical
CEPDR , URBR          ,14,chemical
CEPDR , AVEL          ,9,chemical
CEPDR , RMDR          ,1,chemical
CEPDR , RMDVR         ,3,chemical
CEPDR , RMHL          ,7,chemical
CEPDR , RMHR          ,1,chemical
CEPDR , URADR         ,3,chemical
CEPDR , SIBDR         ,1,chemical
CEPDR , SMBDL         ,1,chemical
CEPDR , dBWMR3        ,5,chemical
CEPDR , dBWMR5        ,2,chemical
CEPVL , IL1VL         ,9,chemical
CEPVL , OLQVL         ,19,chemical
CEPVL , OLLL          ,4,chemical
CEPVL , URXL          ,2,chemical
CEPVL , URYVL         ,5,chemical
CEPVL , RIAL          ,1,chemical
CEPVL , RIBL          ,3,chemical
CEPVL , RICL          ,20,chemical
CEPVL , RICR          ,17,chemical
CEPVL , RMGL          ,2,chemical
CEPVL , RIPL          ,4,chemical
CEPVL , PVR           ,3,chemical
CEPVL , AVER          ,5,chemical
CEPVL , RMDDL         ,7,chemical
CEPVL , RMDVR         ,8,chemical
CEPVL , RMHL          ,10,chemical
CEPVL , RMHR          ,5,chemical
CEPVL , URAVL         ,6,chemical
CEPVL , SIAVL         ,6,chemical
CEPVL , SMBVL         ,1,chemical
CEPVL , SMDVR         ,1,chemical
CEPVL , vBWML5        ,1,chemical
CEPVL , vBWML7        ,2,chemical
CEPVR , ADLR          ,3,chemical
CEPVR , ASGR          ,2,chemical
CEPVR , IL1VR         ,8,chemical
CEPVR , IL2VR         ,3,chemical
CEPVR , OLQVR         ,11,chemical
CEPVR , OLLR          ,14,chemical
CEPVR , CEPDR         ,1,chemical
CEPVR , URYVR         ,2,chemical
CEPVR , RIAL          ,1,chemical
CEPVR , RIAR          ,1,chemical
CEPVR , RICL          ,13,chemical
CEPVR , RICR          ,12,chemical
CEPVR , RIPR          ,3,chemical
CEPVR , AVEL          ,13,chemical
CEPVR , RMDDR         ,4,chemical
CEPVR , RMHR          ,15,chemical
CEPVR , RIVL          ,2,chemical
CEPVR , URAVR         ,3,chemical
CEPVR , SIAVR         ,7,chemical
CEPVR , SMBVR         ,2,chemical
CEPVR , SMDDR         ,2,chemical
CEPVR , vBWMR3        ,1,chemical
CEPVR , vBWMR5        ,2,chemical
CEPVR , vBWMR8        ,2,chemical
ALML , CEPDL         ,2,chemical
ALML , CEPVL         ,3,chemical
ALML , ALML          ,1,chemical
ALML , BDUL          ,15,chemical
ALML , SDQL          ,2,chemical
ALML , AIML          ,1,chemical
ALML , RICL          ,2,chemical
ALML , RICR          ,3,chemical
ALML , RIFL          ,2,chemical
ALML , RMGL          ,3,chemical
ALML , PVCL          ,11,chemical
ALML , PVCR          ,4,chemical
ALML , AVDR          ,3,chemical
ALML , AVEL          ,3,chemical
ALML , RMDDR         ,1,chemical
ALML , SMBDR         ,2,chemical
ALMR , CEPDR         ,1,chemical
ALMR , CEPVR         ,3,chemical
ALMR , BDUR          ,14,chemical
ALMR , URBR          ,1,chemical
ALMR , PVCR          ,10,chemical
ALMR , RMDDL         ,1,chemical
ALMR , SIADL         ,1,chemical
ALMR , SMDDL         ,1,chemical
AVM , BDUL          ,3,chemical
AVM , BDUR          ,5,chemical
AVM , ADER          ,4,chemical
AVM , AVHL          ,3,chemical
AVM , AVJR          ,1,chemical
AVM , AVKL          ,1,chemical
AVM , PVNL          ,4,chemical
AVM , PVNR          ,3,chemical
AVM , PVR           ,6,chemical
AVM , RID           ,2,chemical
AVM , PVCL          ,10,chemical
AVM , PVCR          ,17,chemical
AVM , AVBL          ,13,chemical
AVM , AVBR          ,9,chemical
AVM , AVDL          ,1,chemical
AVM , AVDR          ,1,chemical
AVM , SIBVL         ,4,chemical
AVM , DA01          ,2,chemical
AVM , VA02          ,1,chemical
AVM , VB03          ,1,chemical
PVM , AVM           ,2,chemical
PVM , AVKL          ,15,chemical
PVM , DVA           ,3,chemical
PVM , PVR           ,3,chemical
PVM , PVCL          ,1,chemical
PVM , PVCR          ,2,chemical
PVM , vBWMR10       ,2,chemical
ALNL , RIAL          ,1,chemical
ALNL , RMGL          ,1,chemical
ALNL , RMDDR         ,1,chemical
ALNL , RMHL          ,1,chemical
ALNL , SAAVL         ,8,chemical
ALNL , SIADR         ,1,chemical
ALNL , SMBDR         ,7,chemical
ALNL , SMDVL         ,1,chemical
ALNR , IL2DR         ,7,chemical
ALNR , ADER          ,1,chemical
ALNR , AVAL          ,6,chemical
ALNR , RIML          ,5,chemical
ALNR , SAAVR         ,3,chemical
ALNR , SMBDL         ,4,chemical
ALNR , SMDDR         ,1,chemical
ALNR , SMDVL         ,2,chemical
PLNL , RMDVL         ,1,chemical
PLNL , SAADR         ,8,chemical
PLNL , SAAVL         ,1,chemical
PLNL , SIAVL         ,10,chemical
PLNL , SMBVL         ,10,chemical
PLNL , SMBVR         ,13,chemical
PLNL , SMDVR         ,2,chemical
PLNR , SAADL         ,5,chemical
PLNR , SIAVR         ,10,chemical
PLNR , SMBVL         ,7,chemical
PLNR , SMBVR         ,10,chemical
PLNR , SMDVL         ,2,chemical
FLPL , FLPR          ,2,chemical
FLPL , ADEL          ,22,chemical
FLPL , ADER          ,3,chemical
FLPL , AIBL          ,3,chemical
FLPL , AIBR          ,3,chemical
FLPL , RIS           ,1,chemical
FLPL , DVA           ,1,chemical
FLPL , PVCR          ,6,chemical
FLPL , AVAL          ,33,chemical
FLPL , AVAR          ,48,chemical
FLPL , AVBL          ,22,chemical
FLPL , AVBR          ,22,chemical
FLPL , AVDL          ,30,chemical
FLPL , AVDR          ,34,chemical
FLPL , DD01          ,6,chemical
FLPL , VA01          ,5,chemical
FLPR , FLPL          ,14,chemical
FLPR , ADER          ,6,chemical
FLPR , ADAL          ,1,chemical
FLPR , ADAR          ,1,chemical
FLPR , AVJL          ,2,chemical
FLPR , AVJR          ,2,chemical
FLPR , DVA           ,6,chemical
FLPR , PVCL          ,2,chemical
FLPR , AVAL          ,23,chemical
FLPR , AVAR          ,10,chemical
FLPR , AVBL          ,30,chemical
FLPR , AVBR          ,11,chemical
FLPR , AVDL          ,25,chemical
FLPR , AVDR          ,8,chemical
FLPR , AVEL          ,21,chemical
FLPR , AVER          ,7,chemical
FLPR , VB01          ,1,chemical
BDUL , ALML          ,1,chemical
BDUL , ADEL          ,6,chemical
BDUL , ADAL          ,2,chemical
BDUL , RIFL          ,2,chemical
BDUL , RMGL          ,3,chemical
BDUL , AVHL          ,2,chemical
BDUL , AVJR          ,2,chemical
BDUL , PVNL          ,2,chemical
BDUL , PVNR          ,4,chemical
BDUL , URADL         ,3,chemical
BDUL , SAADL         ,3,chemical
BDUL , dBWML5        ,3,chemical
BDUL , HSNL          ,3,chemical
BDUR , CEPVR         ,1,chemical
BDUR , ALMR          ,4,chemical
BDUR , SDQL          ,2,chemical
BDUR , ADER          ,4,chemical
BDUR , AVHL          ,2,chemical
BDUR , AVJL          ,5,chemical
BDUR , PVNL          ,11,chemical
BDUR , PVNR          ,5,chemical
BDUR , PVCL          ,3,chemical
BDUR , AVAL          ,7,chemical
BDUR , AVBR          ,1,chemical
BDUR , URADR         ,3,chemical
BDUR , dBWMR6        ,1,chemical
BDUR , HSNR          ,8,chemical
SDQL , ALML          ,1,chemical
SDQL , FLPL          ,2,chemical
SDQL , AIBR          ,2,chemical
SDQL , RICR          ,3,chemical
SDQL , RMFL          ,3,chemical
SDQL , RIS           ,8,chemical
SDQL , RIPR          ,1,chemical
SDQL , DVA           ,1,chemical
SDQL , PVCL          ,1,chemical
SDQL , AVAL          ,6,chemical
SDQL , AVAR          ,8,chemical
SDQL , AVBL          ,1,chemical
SDQL , AVBR          ,2,chemical
SDQL , AVDL          ,3,chemical
SDQL , AVEL          ,1,chemical
SDQL , SAADR         ,2,chemical
SDQL , SIADR         ,2,chemical
SDQL , SIBVL         ,1,chemical
SDQL , SMBDR         ,11,chemical
SDQR , ADLL          ,1,chemical
SDQR , ALML          ,1,chemical
SDQR , SDQL          ,4,chemical
SDQR , AIBL          ,8,chemical
SDQR , RICR          ,3,chemical
SDQR , DVA           ,10,chemical
SDQR , AVAL          ,8,chemical
SDQR , AVBL          ,23,chemical
SDQR , AVBR          ,19,chemical
SDQR , RMHL          ,15,chemical
SDQR , RMHR          ,7,chemical
SDQR , SIADL         ,2,chemical
SDQR , SIBDR         ,1,chemical
SDQR , SMBVL         ,11,chemical
SDQR , vBWMR7        ,1,chemical
PVDL , PVDR          ,10,chemical
PVDL , AVFL          ,1,chemical
PVDL , AVG           ,8,chemical
PVDL , PVPL          ,1,chemical
PVDL , PVCL          ,13,chemical
PVDL , PVCR          ,36,chemical
PVDL , AVAL          ,13,chemical
PVDL , AVAR          ,29,chemical
PVDL , AVDL          ,1,chemical
PVDL , AVDR          ,1,chemical
PVDL , DD05          ,3,chemical
PVDL , VD10          ,3,chemical
PVDL , hyp           ,7,chemical
PVDR , PVDL          ,2,chemical
PVDR , DVA           ,5,chemical
PVDR , PVCL          ,29,chemical
PVDR , PVCR          ,29,chemical
PVDR , AVAL          ,9,chemical
PVDR , AVAR          ,30,chemical
PVDR , AVDL          ,1,chemical
PVDR , VA09          ,2,chemical
PVDR , VA12          ,3,chemical
PVDR , VB05          ,1,chemical
PVDR , VB06          ,4,chemical
PVDR , hyp           ,6,chemical
BAGL , ADFR          ,1,chemical
BAGL , CEPVR         ,2,chemical
BAGL , BAGR          ,1,chemical
BAGL , URXR          ,1,chemical
BAGL , AUAR          ,2,chemical
BAGL , AIBL          ,2,chemical
BAGL , AIZR          ,2,chemical
BAGL , AINL          ,1,chemical
BAGL , RIAR          ,18,chemical
BAGL , RIBR          ,19,chemical
BAGL , RIGL          ,3,chemical
BAGL , RIGR          ,7,chemical
BAGL , RIPR          ,1,chemical
BAGL , RID           ,3,chemical
BAGL , AVAR          ,3,chemical
BAGL , AVEL          ,2,chemical
BAGL , AVER          ,7,chemical
BAGL , RIVR          ,2,chemical
BAGL , URAVR         ,1,chemical
BAGR , OLQVL         ,2,chemical
BAGR , BAGL          ,3,chemical
BAGR , AQR           ,3,chemical
BAGR , AIYL          ,3,chemical
BAGR , RIAL          ,18,chemical
BAGR , RIBL          ,22,chemical
BAGR , RIBR          ,1,chemical
BAGR , RIGL          ,10,chemical
BAGR , AVAL          ,4,chemical
BAGR , AVEL          ,8,chemical
BAGR , SMDVL         ,1,chemical
URXL , ADFL          ,1,chemical
URXL , ASHL          ,1,chemical
URXL , ASIL          ,1,chemical
URXL , IL1DL         ,2,chemical
URXL , IL2L          ,1,chemical
URXL , OLQVL         ,2,chemical
URXL , CEPDL         ,1,chemical
URXL , BAGR          ,2,chemical
URXL , URXL          ,3,chemical
URXL , AUAL          ,14,chemical
URXL , AIZL          ,1,chemical
URXL , ADAL          ,6,chemical
URXL , AIML          ,2,chemical
URXL , RIAL          ,15,chemical
URXL , RICL          ,8,chemical
URXL , RIGL          ,6,chemical
URXL , RIR           ,1,chemical
URXL , RMGL          ,5,chemical
URXL , AVJR          ,4,chemical
URXL , AVAL          ,1,chemical
URXL , AVBL          ,4,chemical
URXL , AVDR          ,1,chemical
URXL , AVEL          ,9,chemical
URXL , HSNR          ,1,chemical
URXR , ADFR          ,4,chemical
URXR , ADLR          ,3,chemical
URXR , AWBR          ,2,chemical
URXR , OLQVR         ,2,chemical
URXR , CEPDR         ,1,chemical
URXR , ALMR          ,1,chemical
URXR , AUAR          ,21,chemical
URXR , ADAR          ,1,chemical
URXR , AIMR          ,3,chemical
URXR , RIAR          ,20,chemical
URXR , RICR          ,3,chemical
URXR , RIFR          ,3,chemical
URXR , RIGR          ,7,chemical
URXR , RIR           ,4,chemical
URXR , RMGR          ,6,chemical
URXR , URBR          ,8,chemical
URXR , RIPR          ,10,chemical
URXR , AVAR          ,2,chemical
URXR , AVBL          ,2,chemical
URXR , AVBR          ,3,chemical
URXR , AVER          ,2,chemical
URXR , RMDDL         ,2,chemical
URXR , RMDR          ,8,chemical
URXR , SIADL         ,2,chemical
URXR , SIAVR         ,4,chemical
URXR , SMBVR         ,7,chemical
URYDL , IL1DL         ,3,chemical
URYDL , OLQDL         ,2,chemical
URYDL , OLLL          ,3,chemical
URYDL , AIZL          ,1,chemical
URYDL , RIBL          ,8,chemical
URYDL , AVEL          ,1,chemical
URYDL , AVER          ,9,chemical
URYDL , RMDDR         ,15,chemical
URYDL , RMDVL         ,18,chemical
URYDL , SMDDL         ,2,chemical
URYDL , SMDDR         ,3,chemical
URYDR , AWCL          ,1,chemical
URYDR , IL1DR         ,5,chemical
URYDR , OLQDR         ,1,chemical
URYDR , CEPDR         ,3,chemical
URYDR , URXR          ,1,chemical
URYDR , RIBR          ,1,chemical
URYDR , AVBL          ,1,chemical
URYDR , AVEL          ,5,chemical
URYDR , AVER          ,2,chemical
URYDR , RMDDL         ,9,chemical
URYDR , RMDVR         ,12,chemical
URYDR , RMED          ,7,chemical
URYDR , SMDDL         ,11,chemical
URYDR , SMDVR         ,3,chemical
URYDR , dBWMR2        ,2,chemical
URYVL , IL1VL         ,1,chemical
URYVL , OLQVL         ,9,chemical
URYVL , OLLL          ,9,chemical
URYVL , OLLR          ,5,chemical
URYVL , CEPVL         ,3,chemical
URYVL , URXL          ,2,chemical
URYVL , RIAL          ,2,chemical
URYVL , RIBL          ,9,chemical
URYVL , RIBR          ,3,chemical
URYVL , RIH           ,2,chemical
URYVL , RIS           ,1,chemical
URYVL , AVJR          ,1,chemical
URYVL , RID           ,4,chemical
URYVL , AVBR          ,1,chemical
URYVL , AVDR          ,2,chemical
URYVL , AVEL          ,8,chemical
URYVL , AVER          ,23,chemical
URYVL , RMDDL         ,23,chemical
URYVL , RMDVR         ,17,chemical
URYVL , SIBVL         ,1,chemical
URYVL , SIBVR         ,4,chemical
URYVL , SMDVR         ,13,chemical
URYVR , IL1VR         ,3,chemical
URYVR , CEPVR         ,1,chemical
URYVR , ADAR          ,1,chemical
URYVR , RIAR          ,2,chemical
URYVR , RIBR          ,19,chemical
URYVR , AVL           ,5,chemical
URYVR , AVAL          ,2,chemical
URYVR , AVBL          ,5,chemical
URYVR , AVEL          ,26,chemical
URYVR , RMDDR         ,32,chemical
URYVR , RMDL          ,2,chemical
URYVR , RMDVL         ,19,chemical
URYVR , SIBVL         ,5,chemical
URYVR , SIBVR         ,4,chemical
URYVR , SMBDR         ,1,chemical
URYVR , SMDVL         ,11,chemical
AQR , BAGL          ,8,chemical
AQR , BAGR          ,5,chemical
AQR , URXL          ,5,chemical
AQR , RIAL          ,8,chemical
AQR , RIAR          ,4,chemical
AQR , RIGL          ,1,chemical
AQR , RIR           ,1,chemical
AQR , AVJL          ,3,chemical
AQR , DVA           ,6,chemical
AQR , PVPL          ,3,chemical
AQR , PVPR          ,1,chemical
AQR , PVCL          ,1,chemical
AQR , PVCR          ,4,chemical
AQR , AVAL          ,4,chemical
AQR , AVAR          ,6,chemical
AQR , AVBL          ,7,chemical
AQR , AVBR          ,12,chemical
AQR , AVDL          ,3,chemical
AQR , AVDR          ,2,chemical
PQR , PHBL          ,2,chemical
PQR , AVG           ,1,chemical
PQR , AVHL          ,1,chemical
PQR , AVJR          ,1,chemical
PQR , PVNL          ,2,chemical
PQR , PVPR          ,1,chemical
PQR , PVCL          ,1,chemical
PQR , PVCR          ,1,chemical
PQR , AVAL          ,23,chemical
PQR , AVAR          ,26,chemical
PQR , AVDL          ,15,chemical
PQR , AVDR          ,20,chemical
PQR , LUAR          ,3,chemical
PQR , DA08          ,1,chemical
PQR , DB07          ,2,chemical
AUAL , ADFL          ,1,chemical
AUAL , BAGR          ,3,chemical
AUAL , URXL          ,1,chemical
AUAL , AIBR          ,1,chemical
AUAL , AIYL          ,1,chemical
AUAL , AIZL          ,2,chemical
AUAL , RIAL          ,21,chemical
AUAL , RIBL          ,35,chemical
AUAL , DVA           ,2,chemical
AUAL , AVAL          ,11,chemical
AUAL , AVDR          ,2,chemical
AUAL , AVEL          ,9,chemical
AUAR , BAGL          ,1,chemical
AUAR , URXR          ,5,chemical
AUAR , AIYR          ,1,chemical
AUAR , AIZR          ,2,chemical
AUAR , AINL          ,1,chemical
AUAR , AINR          ,1,chemical
AUAR , RIAR          ,22,chemical
AUAR , RIBR          ,31,chemical
AUAR , AVAR          ,3,chemical
AUAR , AVER          ,13,chemical
ADEL , IL1L          ,3,chemical
ADEL , IL2L          ,5,chemical
ADEL , OLLL          ,6,chemical
ADEL , CEPDL         ,1,chemical
ADEL , ALML          ,1,chemical
ADEL , FLPL          ,4,chemical
ADEL , BDUL          ,1,chemical
ADEL , ADER          ,5,chemical
ADEL , ADAL          ,1,chemical
ADEL , RIAL          ,2,chemical
ADEL , RIFL          ,1,chemical
ADEL , RIGL          ,18,chemical
ADEL , RIGR          ,15,chemical
ADEL , RIH           ,3,chemical
ADEL , RMGL          ,7,chemical
ADEL , URBL          ,2,chemical
ADEL , AVHL          ,2,chemical
ADEL , AVL           ,1,chemical
ADEL , AVAL          ,7,chemical
ADEL , AVAR          ,9,chemical
ADEL , AVDL          ,2,chemical
ADEL , AVEL          ,3,chemical
ADEL , RMDL          ,11,chemical
ADEL , RMER          ,1,chemical
ADEL , RMHL          ,1,chemical
ADEL , RMHR          ,2,chemical
ADEL , RIVL          ,2,chemical
ADEL , RIVR          ,2,chemical
ADEL , SAADR         ,1,chemical
ADEL , SIADR         ,2,chemical
ADEL , SIBVR         ,2,chemical
ADEL , SMBDR         ,1,chemical
ADEL , SMBVL         ,2,chemical
ADEL , VB01          ,2,chemical
ADER , ASIR          ,1,chemical
ADER , IL1R          ,1,chemical
ADER , IL2R          ,1,chemical
ADER , OLLR          ,3,chemical
ADER , CEPDR         ,5,chemical
ADER , CEPVR         ,1,chemical
ADER , ALNR          ,1,chemical
ADER , FLPL          ,1,chemical
ADER , FLPR          ,4,chemical
ADER , URXR          ,2,chemical
ADER , ADEL          ,3,chemical
ADER , ADAR          ,1,chemical
ADER , RIAR          ,1,chemical
ADER , RIGL          ,12,chemical
ADER , RIGR          ,11,chemical
ADER , RMGR          ,5,chemical
ADER , URBR          ,1,chemical
ADER , AVJR          ,1,chemical
ADER , AVAL          ,9,chemical
ADER , AVAR          ,4,chemical
ADER , AVDR          ,5,chemical
ADER , AVER          ,4,chemical
ADER , RMDL          ,1,chemical
ADER , RMDR          ,6,chemical
ADER , SMDVR         ,1,chemical
ADER , dBWMR4        ,1,chemical
PDEL , DVA           ,1,chemical
PDER , PDEL          ,5,chemical
PDER , DVA           ,7,chemical
PDER , PVR           ,2,chemical
PHAL , PHAR          ,13,chemical
PHAL , PHBL          ,7,chemical
PHAL , PHBR          ,10,chemical
PHAL , AVFL          ,4,chemical
PHAL , AVG           ,11,chemical
PHAL , AVHL          ,4,chemical
PHAL , AVHR          ,1,chemical
PHAL , DVA           ,2,chemical
PHAL , PVQL          ,3,chemical
PHAL , AVDR          ,2,chemical
PHAL , DA08          ,3,chemical
PHAR , PHAL          ,11,chemical
PHAR , PHBL          ,3,chemical
PHAR , PHBR          ,8,chemical
PHAR , AVG           ,9,chemical
PHAR , AVHR          ,1,chemical
PHAR , DVA           ,6,chemical
PHAR , PVPL          ,3,chemical
PHAR , PVQL          ,4,chemical
PHAR , PVQR          ,1,chemical
PHAR , PVT           ,2,chemical
PHAR , AVDR          ,2,chemical
PHAR , DA08          ,2,chemical
PHBL , PHBR          ,4,chemical
PHBL , AVG           ,1,chemical
PHBL , PVNL          ,1,chemical
PHBL , PVCL          ,71,chemical
PHBL , AVAL          ,48,chemical
PHBL , AVAR          ,33,chemical
PHBL , AVDL          ,6,chemical
PHBL , AVDR          ,1,chemical
PHBL , DA08          ,1,chemical
PHBL , AS11          ,1,chemical
PHBL , VA12          ,5,chemical
PHBL , hyp           ,2,chemical
